source,profile,run_id,flow_id,ip_version,protocol,src_ip,dst_ip,src_port,dst_port,duration_s,packets,bytes_wire,bytes_payload,pkt_size_mean_wire,pkt_size_mean_payload,packets_per_s,bytes_per_s_payload,fin_count,syn_count,rst_count,psh_count,ack_count,urg_count,service
ours_admin,admin,admin_run01,admin_run01_33,IPv4,TCP,10.10.0.2,10.10.0.4,49636,80,0.000813,2,138,6,69.0,3.0,2461.446009,7384.338028,0,1,1,0,1,0,HTTP
ours_admin,admin,admin_run01,admin_run01_34,IPv4,TCP,10.10.0.2,10.10.0.4,40044,22,0.032204,7,524,32,74.857,4.571,217.364892,993.668076,2,2,0,1,6,0,SSH
ours_admin,admin,admin_run01,admin_run01_35,IPv4,TCP,10.10.0.2,10.10.0.3,51686,22,15.748475,479,54573,21985,113.931,45.898,30.415643,1396.008157,0,2,1,320,478,0,SSH
ours_admin,admin,admin_run01,admin_run01_36,IPv4,TCP,10.10.0.2,10.10.0.4,40060,22,17.081173,518,69545,34305,134.257,66.226,30.325786,2008.351513,0,2,1,355,517,0,SSH
ours_admin,admin,admin_run01,admin_run01_37,IPv4,TCP,10.10.0.2,10.10.0.3,45566,80,0.001048,2,138,6,69.0,3.0,1908.236579,5724.709736,0,1,1,0,1,0,HTTP
ours_admin,admin,admin_run01,admin_run01_38,IPv4,TCP,10.10.0.2,10.10.0.3,45580,80,0.000893,2,138,6,69.0,3.0,2240.547009,6721.641026,0,1,1,0,1,0,HTTP
ours_admin,admin,admin_run01,admin_run01_39,IPv4,TCP,10.10.0.2,10.10.0.3,39962,22,0.030545,8,592,32,74.0,4.0,261.904603,1047.618411,2,2,0,1,7,0,SSH
ours_admin,admin,admin_run01,admin_run01_40,IPv4,TCP,10.10.0.2,10.10.0.4,47668,22,0.027719,7,524,32,74.857,4.571,252.534173,1154.441933,2,2,0,1,6,0,SSH
ours_admin,admin,admin_run01,admin_run01_41,IPv4,TCP,10.10.0.2,10.10.0.3,39972,22,8.981737,284,34209,14881,120.454,52.398,31.619719,1656.806448,0,2,1,195,283,0,SSH
ours_admin,admin,admin_run01,admin_run01_42,IPv4,TCP,10.10.0.2,10.10.0.3,52722,80,0.001135,2,138,6,69.0,3.0,1761.942449,5285.827347,0,1,1,0,1,0,HTTP
